Heure,Valeur
6451,1080
6463,1080
6474,2880
6486,2880
6497,2520
6508,720
6520,1080
6531,5760
6543,3600
6555,5760
6566,2520
6577,2880
6588,720
6599,2880
6610,2160
6622,3960
6633,2520
6644,3240
6655,2160
6666,720
6677,2160
6689,360
6700,2880
6711,1800
6723,2880
6734,1080
6746,2160
6757,2520
6768,4320
6780,4320
6791,3240
6802,2880
6813,4320
6825,2520
6836,1800
6847,1440
6858,1800
6869,1440
6880,1440
6891,4320
6903,1800
6914,720
6926,1800
6937,1440
6948,360
6960,4320
6972,2520
6983,2520
6995,2160
7007,1080
7018,5040
7030,1800
7042,1080
7053,4320
7065,2880
7076,720
7088,1080
7099,720
7111,1800
7122,1440
7133,1080
7143,2880
7153,3240
7163,1080
7174,2160
7185,2880
7197,1440
7208,1440
7220,1800
7231,2160
7242,4320
7253,3960
7264,3600
7275,3600
7286,720
7297,1440
7308,3960
7319,1080
7331,1080
7342,2520
7353,6840
7363,1440
7375,3600
7386,360
7397,1440
7408,2880
7419,1800
7430,1440
7440,2520
7452,2160
7463,3240
7474,1440
7485,1800
7496,3960
7507,2160
7518,1440
7528,360
7539,2160
7550,1440
7561,1800
7572,2880
7582,1800
7593,1800
7604,1800
7616,1440
7626,1800
7638,1440
7649,2520
7660,2880
7671,3600
7682,2160
7694,360
7705,2880
7716,360
7727,2520
7738,2520
7750,1440
7761,3240
7772,360
7784,3240
7795,1440
7806,1080
7817,1080
7829,2520
7840,3240
7851,720
7863,2880
7874,720
7885,1800
7897,1440
7908,1440
7920,1800
7931,2520
7942,3600
7954,1440
7965,2160
7976,1440
7988,1080
7999,1440
8010,1440
8021,1800
8033,2520
8043,2520
8055,1080
8066,3960
8077,1080
8088,2160
8099,5760
8110,1080
8121,1800
8132,2160
8143,4680
8154,2160
8165,1080
8176,2160
8187,1800
8197,1440
8208,1080
8219,2520
8229,2160
8239,1080
8249,1800
8259,1440
8270,3960
8280,2520
8290,2160
8300,1440
8310,1440
8320,2880
8330,1440
8340,1800
8351,1080
8361,1080
8371,2160
8381,2160
8391,2520
8401,4320
8411,360
8421,2160
8432,1080
8442,1440
8452,2160
8462,1800
8472,3240
8482,3960
8492,1800
8502,1800
8512,1440
8522,3600
8533,720
8543,5760
8553,3240
8563,1800
8573,1080
8583,1080
8593,720
8603,1440
8614,2160
8624,2520
8634,4320
8644,2160
8654,2520
8664,1800
8674,720
8684,1800
8695,720
8705,3240
8715,720
8725,2520
8735,1080
8745,1800
8755,1080
8765,5760
8775,3960
8786,1440
8796,1440
8806,1800
8816,3600
8826,1800
8836,2160
8846,1440
8856,360
8867,3600
8877,2880
8887,3600
8897,1800
8907,2160
8917,1440
8927,3960
8937,2520
8948,1440
8958,3600
8968,1440
8978,5040
8988,1080
8998,3240
9008,1080
9019,2160
9029,360
9039,5040
9049,1800
9059,3600
9069,2160
9079,1800
9089,1080
9100,1440
9110,720
9120,1440
9130,1440
9141,3240
9152,2160
9163,4320
9174,2520
9185,1800
9197,1080
9208,1080
9219,720
9230,3240
9241,2160
9253,1080
9264,1800
9275,2160
9287,2160
9297,2520
9309,1800
9320,3240
9331,1080
9342,2160
9353,3600
9364,1080
9375,2880
9386,2880
9397,2160
9408,2160
9419,2160
9430,1800
9441,5400
9452,1080
9463,2880
9475,4680
9486,3240
9497,1440
9509,3960
9520,1440
9531,4680
9542,1800
9553,2880
9563,1800
9575,720
9586,2880
9597,1440
9608,1800
9620,1080
9631,4320
9642,2520
9653,2880
9664,2880
9675,1440
9686,5760
9697,1080
9709,3240
9720,2880
9731,1080
9742,2160
9753,1440
9764,2880
9775,360
9786,2520
9798,2880
9809,5400
9820,1800
9831,5760
9842,2160
9853,2160
9864,4680
9875,2880
9886,2160
9897,2160
9908,3240
9919,1080
9930,4320
9941,2880
9952,2520
9963,3960
9975,3240
9986,2160
9996,1440
10007,2520
10018,1800
10029,2520
10039,2880
10050,2160
10061,2160
10072,1440
10083,3240
10093,1800
10104,1440
10115,2520
10126,2520
10137,3600
10147,2160
10158,720
10169,3600
10181,2160
10192,2880
10203,2160
10214,2160
10225,2160
10236,3240
10246,2520
10257,2880
10268,2520
10278,2160
10289,720
10299,5040
10310,360
10320,1080
10330,1440
10340,2160
10350,1080
10361,1080
10371,2520
10381,1800
10391,1800
10401,3960
10411,1080
10421,1800
10431,720
10442,1800
10452,1440
10462,1080
10472,1080
10482,3240
10492,3960
10502,2520
10512,1080
10523,1080
10533,1440
10543,4680
10553,1800
10563,1800
10573,2160
10583,1440
10593,3600
10603,1800
10614,3240
10624,2160
10634,2160
10644,3600
10654,1080
10664,4320
10674,720
10684,360
10694,3960
10705,2160
10715,2520
10725,2520
10735,2520
10745,1800
10755,3240
10765,1800
10775,2880
10785,2520
10796,2880
10806,5040
10816,4320
10826,1800
10836,3240
10846,4680
10857,1440
10867,5760
10877,1080
10887,3600
10897,720
10907,4320
10917,2520
10927,2880
10938,3960
10948,360
10958,2160
10968,4320
10978,2160
10988,2160
10998,3240
11008,3600
11019,2520
11029,720
11039,2880
11049,4680
11059,1080
11069,4320
11079,1080
11090,720
11100,1440
11110,2160
11120,1800
11130,360
11140,720
11150,2160
11160,360
11171,1800
11181,1800
11191,1440
11201,3600
11211,2520
11221,1080
11231,1800
11241,2160
11252,1440
11262,1440
11272,1440
11282,2160
11292,3960
11302,1800
11312,2160
11322,1800
11332,720
11343,3600
11353,720
11363,720
11373,2160
11383,1080
11393,1800
11403,1800
11413,2520
11424,2160
11434,720
11444,720
11454,1800
11464,2160
11474,3600
11484,1800
11494,2160
11504,1800
11515,1440
11525,1800
11535,720
11545,1440
11555,1080
11565,4320
11575,2160
11585,1080
11596,2520
11606,2520
11616,1800
11626,4320
11636,1800
11646,1440
11656,1800
11666,2520
11677,3960
11687,2160
11697,360
11707,1080
11717,360
11727,5040
11737,1080
11747,4320
11758,720
11768,2160
11778,2880
11788,3960
11798,1440
11808,3960
11819,4680
11829,1080
11839,1800
11849,2520
11859,3240
11869,1440
11879,3240
11889,1080
11900,3240
11910,5760
11920,720
11930,3600
11940,5040
11950,1440
11960,2160
11970,1440
11981,3600
11991,1440
12001,3600
12011,360
12021,3600
12031,1800
12041,1800
12051,1800
12061,6840
12072,1800
12082,1440
12092,2520
12102,2520
12112,2880
12122,1440
12132,1440
12142,2880
12153,4680
12163,2880
12173,2880
12183,1440
12193,1080
12203,5400
12213,3960
12223,3240
12234,1080
12244,3600
12254,1800
12264,5400
12274,2880
12284,1440
12294,4680
12304,1440
12314,1440
12325,1080
12335,1440
12345,2160
12355,2160
12365,3240
12375,1440
12385,3960
12396,1080
12406,3240
12416,1440
12426,2160
12436,720
12446,5400
12456,1800
12466,4320
12477,720
12487,2160
12497,1080
12507,720
12517,2520
12527,360
12537,2880
12547,1440
12557,360
12568,3600
12578,1440
12588,3600
12598,2520
12608,2880
12618,720
12628,2880
12638,1800
12649,3240
12659,2520
12669,2520
12679,1440
12689,1440
12699,360
12709,3240
12719,720
12730,5040
12740,1080
12750,3960
12760,720
12770,1800
12780,2880
12790,2880
12800,2520
12810,3600
12821,3240
12831,2520
12841,2160
12851,360
12861,1800
12871,1440
12881,2520
12891,720
12902,3240
12912,2160
12922,4320
12932,3960
12942,1080
12952,2160
12962,1080
12972,2160
12982,2520
12993,1440
13003,1440
13013,2520
13023,360
13033,2520
13043,720
13053,2160
13063,3960
13074,2520
13084,1080
13094,3960
13104,2160
13114,3600
13124,2520
13134,720
13144,5040
13155,2880
13165,1080
13175,720
13185,2520
13195,2880
13205,3240
13215,2880
13225,5400
13235,1440
13246,2160
13256,1800
13266,4680
13276,2520
13286,2160
13296,2160
13306,2160
13316,360
13327,2160
13337,3600
13347,3240
13357,720
13367,2880
13377,720
13387,1800
13397,360
13407,1440
13418,5040
13428,2160
13438,1440
13448,3960
13458,2160
13468,2160
13478,1800
13488,1800
13499,4320
13509,1080
13519,1080
13529,3960
13539,1080
13549,4320
13559,1080
13569,3600
13580,1080
13590,2880
13600,6120
13610,3600
13620,1800
13630,2160
13640,2520
13650,360
13660,3600
13671,5400
13681,5040
13691,1440
13701,1800
13711,2520
13721,2520
13731,4680
13742,1080
13752,1800
13762,2880
13772,2880
13782,4320
13792,720
13802,4680
13812,1800
13822,1800
13833,1440
13843,2520
13853,2160
13863,3960
13873,2520
13883,1440
13893,4320
13903,720
13914,2520
13924,3240
13934,4320
13944,1440
13954,2160
13964,1440
13974,2520
13984,5760
13994,2160
14005,3240
14015,2160
14025,3240
14035,8640
14045,1440
14055,1800
14065,2880
14075,1440
14086,5400
14096,4680
14106,2160
14116,360
14126,1800
14136,1080
14146,1800
14156,720
14167,4680
14177,3240
14187,4680
14197,3600
14207,2880
14217,360
14227,3240
14237,360
14248,2160
14258,3240
14268,3240
14278,720
14288,2880
14298,3600
14308,1800
14318,2880
14328,2160
14339,1440
14349,2160
14359,4680
14373,1800
14383,3240
14397,720
14409,1080
14421,1440
14433,2160
14445,2160
14458,360
14470,1440
14480,3600
14491,720
14501,1080
14511,1080
14521,360
14531,1440
14541,2520
14551,1080
14562,1080
14572,360
14582,1080
14592,1080
14602,1080
14612,1080
14622,1080
14632,1080
14642,1440
14653,1440
14663,1440
14673,720
14683,720
14694,2160
14704,1440
14714,1080
14724,1080
14734,360
14744,3960
14754,720
14764,1800
14774,1080
14784,2880
14795,720
14805,1080
14815,2160
14825,2520
14835,720
14845,1440
14855,360
14865,1440
14875,720
14885,1080
14896,360
14906,3600
14916,720
14926,1440
14936,1440
14946,720
14956,720
14966,1080
14976,720
14987,1080
14997,720
15007,1440
15017,360
15027,1080
15037,360
15047,2880
15057,360
15067,1080
15077,360
15088,1080
15098,1440
15108,1440
15118,1440
15128,1800
15138,1440
15148,360
15158,1440
15168,1440
15179,720
15189,1800
15199,1440
15209,720
15219,720
15229,1440
15239,360
15249,1800
15259,1800
15269,360
15280,1800
15290,360
15300,4680
15310,720
15320,1440
15330,720
15340,3240
15350,720
15360,2520
15371,1440
15381,1440
15391,360
15401,1440
15411,720
15421,1080
15431,720
15442,2160
15452,1800
15462,720
15472,360
15482,2160
15492,3240
15502,360
15512,2520
15522,1080
15533,360
15543,3600
15553,2160
15563,360
15573,360
15583,1440
15593,1080
15603,1080
15613,720
15624,1800
15634,2880
15644,2880
15654,1080
15664,2880
15674,2160
15684,360
15694,2160
15704,720
15714,2160
15725,1440
15735,1440
15745,1440
15755,3240
15765,360
15775,1800
15785,3960
15795,2880
15806,1800
15816,1080
15826,2520
15836,2520
15846,1080
15856,2160
15866,1440
15876,1080
15887,720
15897,2520
15907,2880
15917,1440
15927,720
15937,1440
15947,720
15957,1800
15968,1440
15978,2160
15988,2520
15998,2520
16008,1440
16018,2880
16028,2520
16038,3600
16048,2880
16059,1440
16069,2160
16079,2880
16089,720
16099,2160
16109,1080
16119,1800
16129,1440
16140,1800
16150,360
16160,1080
16170,360
16180,2160
16190,1080
16200,2520
16210,1800
16220,1080
16231,1080
16241,2160
16251,2880
16261,1800
16271,2160
16281,720
16291,720
16301,2880
16311,720
16322,1440
16332,2880
16342,720
16352,1800
16362,2880
16372,1080
16382,720
16392,3600
16402,1440
16413,1800
16423,2160
16433,1800
16443,1800
16453,1440
16463,2520
16473,1080
16483,2880
16494,2160
16504,3240
16514,6480
16524,1080
16534,1800
16544,1440
16554,3600
16564,360
16575,1800
16585,720
16595,3240
16605,720
16615,1440
16625,720
16635,3960
16645,360
16655,720
16666,2160
16676,1440
16686,2880
16696,2160
16706,1800
16716,1440
16726,720
16736,2160
16747,2160
16757,1800
16767,1800
16777,5400
16787,3240
16797,1080
16807,4320
16817,3240
16827,1440
16838,4680
16848,1440
16858,1440
16868,1080
16878,1440
16888,1080
16898,3960
16908,1800
16919,1800
16929,1800
16939,1440
16949,720
16959,2160
16969,4320
16979,4320
16990,1440
17000,2880
17010,1080
17020,1800
17030,720
17040,1080
17050,1800
17060,4320
17071,360
17081,1440
17091,2160
17101,720
17111,2880
17121,1800
17131,3600
17141,3600
17152,5400
17162,2160
17172,2520
17182,2520
17192,2520
17202,1440
17212,360
17222,5040
17232,720
17243,1800
17253,360
17263,1800
17273,720
17283,2160
17293,5040
17303,1080
17313,720
17324,2880
17334,360
17344,1800
17354,360
17364,2880
17374,720
17384,1440
17394,360
17405,2160
17415,1080
17425,3600
17435,1080
17445,1080
17455,1080
17465,1800
17475,1440
17485,3240
17496,1800
17506,5760
17516,1080
17526,1440
17536,1800
17546,1440
17556,1440
17566,2520
17577,360
17587,1080
17597,3960
17607,2520
17617,2160
17627,1080
17637,2520
17648,2520
17658,1440
17668,3600
17678,2160
17688,2160
17698,2160
17708,360
17718,1440
17728,720
17739,2880
17749,360
17759,2520
17769,3960
17779,1440
17789,2880
17799,2160
17809,360
17820,4320
17830,2880
17840,1080
17850,3600
17860,2880
17871,1080
17881,1440
17891,2160
17901,3240
17911,3600
17921,1080
17931,2160
17941,1440
17952,720
17962,2880
17972,1080
17982,2160
17992,720
18002,5040
18012,2520
18022,3960
18032,2520
18043,2880
18053,720
18063,1440
18073,1080
18083,5040
18093,1080
18103,2160
18113,720
18124,3600
18134,1080
18144,2160
18154,3240
18164,2880
18174,1440
18185,3240
18195,2160
18205,3960
18215,1080
18225,1080
18235,2880
18245,1080
18256,3600
18266,2880
18276,1800
18286,2520
18296,1800
18306,1800
18316,1800
18326,720
18337,2160
18347,1440
18357,2880
18367,1440
18377,1800
18387,2520
18397,1440
18407,360
18417,720
18428,2160
18438,2160
18448,720
18458,2160
18468,2880
18478,1800
18488,2880
18498,1440
18509,2880
18519,1800
18529,2160
18539,1800
18549,1440
18559,3240
18569,1080
18579,4320
18590,1440
18600,3960
18610,360
18620,1440
18630,2160
18640,1800
18650,720
18660,720
18671,2520
18681,2160
18691,1080
18701,2160
18711,1080
18721,2880
18731,2160
18741,1440
18751,720
18762,1440
18772,720
18782,3240
18792,2880
18802,1440
18812,1080
18822,2160
18832,720
18842,1800
18853,2520
18863,1800
18873,1800
18883,2160
18893,2160
18903,1440
18913,3240
18923,1080
18934,1800
18944,1800
18954,1800
18964,1080
18974,1080
18984,2880
18994,1440
19004,1080
19015,1800
19025,2520
19035,2160
19045,1800
19055,1080
19065,1800
19075,720
19086,2160
19096,2160
19106,2160
19116,3240
19126,3240
19136,3960
19146,2160
19156,2160
19166,1440
19177,720
19187,2880
19197,1440
19207,1080
19217,4320
19227,2160
19237,1800
19247,1080
19258,1440
19268,1440
19278,2160
19288,720
19298,360
19308,7560
19318,1800
19328,720
19338,1080
19349,1440
19359,1440
19369,3960
19379,2160
19389,1800
19399,4680
19409,1800
19419,3960
19430,2160
19440,2520
19450,2160
19460,1440
19470,1080
19480,1440
19490,360
19500,1440
19510,1440
19521,1800
19531,2880
19541,2520
19551,720
19561,1800
19571,360
19581,2160
19591,1080
19601,1440
19612,360
19622,2880
19632,1080
19642,2160
19652,3600
19662,1800
19672,2160
19683,2880
19693,1440
19703,2880
19713,3240
19723,2160
19733,1800
19743,3600
19754,1800
19764,2520
19774,1800
19784,2160
19794,1080
19804,2520
19814,1080
19824,1440
19834,720
19845,1440
19855,2160
19865,1080
19875,3600
19885,4320
19895,2520
19905,2880
19915,1440
19926,1800
19936,1440
19946,2880
19956,2520
19966,4320
19976,1800
19986,1440
19996,2160
20007,1440
20017,1440
20027,1800
20037,2520
20047,1440
20057,1080
20067,720
20077,720
20088,1080
20098,2880
20108,720
20118,1800
20128,1080
20138,1800
20148,1440
20158,1080
20168,1080
20179,1440
20189,720
20199,1080
20209,3600
20219,2160
20229,720
20239,1440
20249,2160
20260,3600
20270,2520
20280,1440
20290,3240
20300,2880
20310,1440
20320,1800
20330,1800
20341,2520
20351,1080
20361,3240
20371,720
20381,1800
20391,1440
20401,2160
20411,1080
20421,2160
20432,3960
20442,2160
20452,2160
20462,5040
20472,2880
20482,2160
20492,2160
20502,3600
20513,1440
20523,3240
20533,2520
20543,1080
20553,1800
20563,3960
20573,7200
20583,720
20594,3240
20604,360
20614,1440
20624,1800
20634,2520
20644,6480
20654,2160
20664,3600
20675,3600
20685,3240
20695,2520
20705,720
20715,1440
20725,3240
20735,1080
20745,720
20755,1440
20766,1080
20776,720
20786,1440
20796,720
20806,1080
20816,3960
20826,3240
20837,1800
20847,1440
20857,2520
20867,720
20877,2520
20887,360
20897,3240
20907,4320
20918,1440
20928,1440
20938,3240
20948,3600
20958,720
20968,3960
20978,720
20989,1800
20999,2880
21009,1080
21019,3600
21029,1080
21039,1440
21049,1080
21059,1440
21070,3240
21080,1080
21090,3240
21100,1440
21110,3960
21120,360
21130,5040
21140,2160
21151,1800
21161,3600
21171,4320
21181,2880
21191,360
21201,1440
21211,720
21221,2880
21232,1080
21242,2880
21252,1440
21262,3240
21272,360
21282,1440
21292,3240
21302,2160
21313,720
21323,1080
21333,360
21343,2160
21353,2880
21363,2880
21373,2520
21383,3240
21394,1800
21404,720
21414,2520
21424,720
21434,1440
21444,1440
21454,720
21464,1080
21475,1080
21485,360
21495,2160
21505,1080
21515,1080
21525,1800
21535,1080
21545,1080
21556,1440
21566,2520
21576,2880
21586,1440
21596,3240
21606,1800
21616,2880
21626,2880
21636,1440
21647,2160
21657,1080
21667,2880
21677,360
21687,2520
21697,2880
21707,2160
21717,2520
21727,1800
21738,1080
21748,1800
21758,1440
21768,1800
21778,2160
21788,1080
21798,3600
21809,1080
21819,2160
21829,1080
21839,1080
21849,2160
21859,720
21869,2160
21879,1800
21890,1080
21900,2160
21910,1800
21920,1440
21930,1800
21940,360
21950,1440
21960,1800
21970,1440
21981,1800
21991,1440
22001,3240
22011,3240
22021,1080
22031,2880
22041,2880
22051,720
22062,720
22072,1800
22082,360
22092,360
22102,3240
22112,1440
22122,2160
22133,2520
22143,720
22153,2160
22163,720
22173,1080
22183,1440
22193,1440
22203,1440
22213,2160
22224,2880
22234,3240
22244,720
22254,1080
22264,1440
22274,1800
22284,3240
22294,1080
22305,1080
22315,1800
22325,1080
22335,2160
22345,720
22355,1440
22365,1440
22375,4320
22386,3600
22396,1080
22406,2160
22416,6120
22426,1440
22436,1800
22446,3240
22456,1800
22467,1440
22477,720
22487,1800
22503,1440
22513,1440
22524,2880
22534,3960
22544,2520
22554,720
22564,2520
22574,1440
22584,2520
22594,720
22604,1440
22615,1800
22625,720
22635,1080
22645,2160
22655,1080
22665,2520
22675,2880
22685,1440
22696,3600
22706,1440
22716,2160
22726,360
22736,3240
22746,1440
22756,2160
22766,2880
22776,1440
22787,1080
22797,720
22807,2160
22817,2520
22827,1080
22837,1080
22847,2160
22857,1440
22868,1080
22878,360
22888,2520
22898,2520
22908,4320
22918,360
22928,3240
22938,2160
22949,1440
22959,1080
22969,2520
22979,1800
22989,1800
22999,2160
23009,3240
23019,1080
23030,2160
23040,1440
23050,2520
23060,720
23070,1440
23080,1080
23090,2520
23100,1080
23110,1080
23121,1440
23131,2160
23141,720
23151,1440
23161,720
23171,2160
23181,1800
23191,1080
23201,2160
23212,2160
23222,1800
23232,4320
23242,1080
23252,2160
23262,1800
23272,1440
23282,3240
23293,2160
23303,720
23313,2880
23323,1080
23333,1800
23343,1440
23353,3600
23363,1080
23373,2880
23384,1440
23394,2880
23404,1800
23414,2520
23424,720
23434,3240
23444,720
23454,1440
23465,720
23475,3240
23485,2520
23495,1080
23505,1080
23515,1800
23525,2520
23535,1080
23546,2880
23556,720
23566,720
23576,3240
23586,1800
23596,3600
23606,1800
23616,1440
23626,1440
23637,1440
23647,2880
23657,2160
23667,2160
23677,1800
23687,2880
23697,3960
23708,3960
23718,1800
23728,1440
23738,720
23748,4320
23758,2160
23768,1440
23778,1080
23788,1440
23799,1800
23809,720
23819,2880
23829,1440
23839,1440
23849,1800
23859,2880
23869,2520
23880,2520
23890,3600
23900,1800
23910,5040
23920,1080
23930,2520
23940,720
23950,2160
23961,3240
23971,360
23981,720
23991,2520
24001,3600
24011,2520
24021,1800
24031,2880
24041,1080
24052,1440
24062,4680
24072,2520
24082,2520
24092,3600
24102,360
24112,1080
24122,2880
24133,1080
24143,1800
24153,2520
24163,2160
24173,1440
24183,1800
24193,2160
24203,3960
24214,1440
24224,1440
24234,4680
24244,1440
24254,1440
24264,4320
24274,2520
24284,2880
24295,1440
24305,1440
24315,1800
24325,2520
24335,2160
24345,2520
24355,4680
24365,2880
24375,1080
24386,2160
24396,1440
24406,3240
24416,2880
24426,4320
24436,1440
24446,2520
24456,4320
24467,3600
24477,3240
24487,2520
24497,3960
24507,1800
24517,720
24527,1440
24537,2520
24548,2520
24558,8640
24568,360
24579,1440
24589,1440
24600,2160
24610,4680
24621,2160
24632,6120
24642,4320
24653,1440
24663,3240
24674,720
24684,3600
24694,4320
24705,2160
24715,4320
24725,6480
24735,2160
24745,3240
24756,6840
