Heure,Valeur
1970,360
1980,11880
1990,3240
2000,4320
2010,2880
2021,9360
2031,4680
2041,2880
2051,2880
2061,5760
2071,2880
2081,360
2091,1800
2101,3960
2111,7560
2121,3600
2131,7560
2141,4680
2151,11880
2162,4320
2172,3600
2182,3960
2192,7200
2202,6480
2212,3240
2222,10440
2232,2520
2242,2880
2252,9360
2262,4680
2272,5040
2282,7920
2292,360
2302,3960
2313,7920
2323,2520
2333,5040
2343,4680
2353,7200
2363,3600
2373,1440
2383,1080
2393,720
2403,5760
2413,4680
2423,2520
2433,3240
2443,4680
2453,2880
2464,2160
2474,3240
2484,2880
2494,5040
2504,1080
2514,2520
2524,1800
2534,1800
2544,4320
2554,1440
2564,720
2574,7560
2584,6480
2594,4320
2604,4320
2615,3240
2625,1800
2635,3600
2645,1440
2655,720
2665,4320
2675,3600
2685,4320
2695,3600
2705,1440
2715,2520
2725,1800
2735,3600
2745,1440
2755,3600
2766,7560
2776,8640
2786,1080
2796,4320
2806,3960
2816,2520
2826,1080
2836,5760
2846,9000
2856,4320
2866,3960
2876,3240
2886,3600
2896,2160
2907,360
2917,5040
2927,1080
2937,4320
2947,5040
2957,3960
2967,3600
2977,2520
2987,5760
2997,1800
3007,3600
3017,2880
3027,1440
3038,2520
3048,720
3058,1440
3068,3600
3078,5760
3088,2160
3098,1800
3108,7560
3118,5400
3128,5040
3139,2160
3149,1800
3159,5040
3169,5760
3179,2520
3189,4320
3199,9000
3209,8280
3219,5400
3229,3240
3239,3600
3249,2880
3259,4320
3269,4680
3280,2160
3290,3600
3300,1440
3310,5760
3320,3600
3330,9360
3340,2520
3350,1800
3360,5400
3370,1440
3381,720
3391,2160
3401,6120
3411,3600
3421,7200
3431,5400
3441,1080
3451,2520
3461,1080
3472,3960
3482,8280
3492,2520
3502,4680
3512,5400
3522,1800
3532,5040
3542,2880
3552,5040
3562,1440
3572,8280
3583,1080
3593,3600
3603,11520
3613,5400
3623,6120
3633,1080
3643,3240
3653,2160
3663,7200
3673,6840
3683,360
3693,1440
3704,4320
3714,360
3724,3240
3734,2160
3744,1080
3754,2160
3764,720
3774,2520
3784,2880
3794,8640
3804,720
3815,2880
3825,1080
3835,2520
3845,1800
3855,720
3865,3240
3875,4320
3885,7560
3895,5400
3905,4680
3915,6120
3926,5400
3936,3600
3946,5040
3956,5400
3966,2160
3976,4320
3986,2520
3996,7560
4006,4680
4016,5040
4026,2880
4036,5400
4046,4320
4057,4680
4067,5040
4077,3240
4087,5400
4097,4320
4107,2880
4117,5400
4127,4320
4137,360
4147,2520
4157,1800
4168,3240
4178,6840
4188,720
4198,4320
4208,9000
4218,7200
4228,720
4238,2880
4248,2520
4259,3600
4269,9360
4279,2160
4289,1440
4299,4680
4309,2880
4319,360
4329,3600
4339,2520
4349,7920
4360,5040
4370,2520
4380,360
4390,6120
4400,1440
4410,3240
4420,2880
4430,360
4440,1440
4450,2520
4461,720
4471,10440
4481,1080
4491,3600
4501,3960
4511,5040
4521,7560
4531,4320
4541,2160
4551,5760
4561,1800
4572,1080
4582,2160
4592,6120
4602,3600
4612,3240
4622,2880
4632,2520
4642,2520
4652,10080
4663,5760
4673,7200
4683,6120
4693,2520
4703,3960
4713,3600
4723,6480
4733,2880
4743,3240
4753,4320
4763,3960
4774,3600
4784,720
4794,10440
4804,2520
4814,12240
4824,1800
4834,1800
4844,5040
4854,5760
4864,9360
4874,3240
4885,5400
4895,4320
4905,3960
4915,7920
4925,6120
4935,720
4945,4320
4955,2160
4965,1440
4975,6480
4985,9000
4995,6840
5006,3600
5016,4320
5026,720
5036,1080
5046,1800
5056,720
5066,2160
5076,1800
5086,2160
5096,5040
5107,5040
5117,4680
5127,360
5137,3600
5147,3960
5157,720
5167,2520
5177,4320
5187,1440
5197,1440
5207,3600
5217,2160
5228,3240
5238,5400
5248,3960
5258,3960
5268,4320
5278,1800
5288,6480
5298,4320
5308,1080
5318,1800
5329,2880
5339,6120
5349,4680
5359,7920
5369,3240
5379,5400
5389,3960
5399,5400
5409,3240
5419,360
5430,2160
5440,2880
5450,6120
5460,3960
5470,2520
5480,1080
5490,4320
5500,2880
5510,2520
5521,4680
5531,5040
5541,1800
5551,2160
5561,1440
5571,5400
5581,2880
5591,8280
5601,4680
5611,3600
5621,3960
5632,3240
5642,1080
5652,3240
5662,4320
5672,7920
5682,2520
5692,2520
5702,7200
5712,360
5722,3960
5732,5400
5742,1440
5753,15120
5763,4320
5773,720
5783,3600
5793,2520
5803,3240
5813,1080
5823,4320
5833,720
5843,720
5853,1440
5864,2160
5874,2520
5884,2880
5894,6120
5904,3240
5914,6480
5924,3960
5934,1800
5945,2520
5955,6480
5965,7200
5975,2160
5985,720
5995,5040
6005,3600
6015,9000
6025,360
6035,8280
6045,3240
6055,1440
6066,6480
6076,1800
6086,3600
6096,5400
6106,2880
6116,2520
6126,4680
6136,6480
6146,1080
6156,1800
6166,2880
6177,1080
6187,4680
6197,6120
6207,3600
6217,3600
6227,5760
6237,2880
6247,2520
6257,5040
6267,2520
6277,6840
6288,3600
6298,4680
6308,5040
6318,2160
6328,8640
6338,2160
6348,2520
6358,1440
6368,7560
6378,6120
6388,5040
6398,4680
6409,6120
6419,3240
6429,1080
6439,5760
6449,1440
6459,2880
6469,720
6479,1080
6489,1800
6500,5040
6510,1800
6520,10440
6530,2160
6540,360
6550,6480
6561,2160
6571,9720
6581,720
6592,5760
6602,1440
6612,2880
6622,4680
6632,3600
6643,3600
6653,3960
6663,1800
6674,3240
6684,2160
6694,2520
6704,2160
6715,720
6725,3240
6735,2520
6745,3240
6755,1800
6766,2160
6776,3240
6786,1800
6796,4320
6807,2160
6817,2520
6827,2880
6837,1800
6848,2160
6858,4320
6868,2880
6879,4320
6889,3960
6899,5400
6909,4680
6920,2880
6930,3960
6940,4680
6950,1080
6961,4320
6971,5040
6981,5760
6992,3240
7002,720
7012,3240
7023,3600
7033,2160
7044,1440
7054,3600
7064,6840
7075,4320
7085,11520
7095,5400
7105,720
7115,4680
7126,2880
7136,5040
7146,3240
7157,6120
7167,7920
7177,8640
7187,8640
7197,2520
7208,3600
7218,2880
7228,7200
7238,6480
7248,360
7259,5040
7269,5040
7279,7200
7290,720
7300,1800
7310,4680
7320,360
7331,4320
7341,2520
7352,360
7362,1440
7372,1440
7383,8280
7393,2880
7403,720
7413,4320
7424,1440
7435,2520
7445,3960
7455,3960
7466,1080
7476,1440
7486,3240
7496,360
7506,3600
7517,1080
7527,2520
7537,1440
7547,6840
7557,5040
7567,5040
7578,720
7588,7200
7598,6840
7608,5760
7618,6840
7629,6480
7639,4680
7649,7200
7659,7920
7670,3240
7680,1440
7690,1440
7700,3600
7710,1800
7720,4680
7731,2880
7741,360
7751,3240
7761,2160
7771,3960
7781,3600
7792,1800
7802,3240
7812,5400
7822,4320
7832,3240
7843,3240
7853,2160
7863,6120
7873,3960
7884,7200
7894,2880
7904,360
7915,720
7925,4680
7936,2880
7946,6120
7956,7200
7967,4320
7977,7200
7987,3600
7997,720
8008,4320
8018,2520
8028,720
8039,4680
8049,4680
8059,720
8070,360
8080,5760
8090,3960
8100,4680
8110,1440
8120,360
8131,4320
8141,5040
8151,2520
8161,2160
8172,5040
8182,5040
8193,2520
8203,6840
8213,2160
8223,6480
8233,10440
8243,2520
8254,5400
8264,7200
8274,4320
8284,2880
8294,1080
8305,2520
8315,5760
8325,5400
8335,3240
8345,5760
8356,3240
8366,3240
8376,11160
8386,2520
8396,720
8406,3600
8417,5400
8427,3240
8437,5760
8447,2160
8457,6480
8467,1080
8477,6840
8487,5040
8498,9000
8508,5760
8518,6840
8528,5040
8538,7560
8549,5760
8559,7560
8569,5760
8579,4320
8589,3240
8599,720
8610,2880
8620,1440
8630,15840
8640,4320
8650,5040
8660,4680
8671,2880
8681,13680
8691,7560
8701,11520
8711,6480
8721,8280
8731,5040
8742,5040
8752,10080
8762,2880
8772,4320
8782,10800
8792,9360
8802,2160
8812,3600
8822,6120
8832,9000
