Heure,Valeur
3745,2160
3755,5400
3765,2520
3775,2520
3785,7920
3795,1080
3805,5400
3815,1800
3825,360
3835,2160
3845,2160
3855,360
3865,2880
3875,720
3886,2160
3896,6480
3906,2160
3916,4680
3926,3240
3936,4320
3946,2160
3956,2160
3966,3240
3976,6840
3987,8640
3997,1080
4007,3240
4017,2160
4027,2160
4037,3600
4047,720
4057,4320
4067,1080
4077,3960
4087,360
4097,2160
4107,2520
4118,1440
4128,1800
4138,4320
4148,2160
4158,5040
4168,720
4178,3240
4188,6120
4198,2880
4208,2520
4218,2880
4229,3600
4239,1800
4249,2160
4259,3960
4269,1800
4279,3960
4289,360
4299,3960
4309,1800
4319,2520
4329,720
4340,2160
4350,6120
4360,9360
4370,2880
4380,720
4390,2880
4400,3600
4410,1440
4420,1440
4430,3960
4440,3240
4451,2160
4461,4320
4471,360
4481,1800
4491,1800
4501,2520
4511,3600
4521,1440
4531,2520
4541,720
4551,3600
4562,3240
4572,2520
4582,1800
4592,360
4602,360
4612,1440
4622,2880
4632,3240
4642,2520
4652,2520
4662,6840
4673,4320
4683,4680
4693,2520
4703,9720
4713,360
4723,2520
4733,4320
4743,2520
4753,4680
4763,6480
4773,3960
4784,3960
4794,3600
4804,1080
4814,720
4824,5040
4834,360
4844,4320
4854,5400
4864,2880
4874,720
4885,5400
4895,1080
4905,3960
4915,2160
4925,4320
4935,1080
4945,1440
4955,2880
4965,2160
4976,3240
4986,1440
4996,5760
5006,4320
5016,2880
5026,5400
5036,1440
5046,3240
5056,1440
5066,3960
5076,2880
5086,4680
5097,2520
5107,2880
5117,2160
5127,720
5137,1080
5147,5760
5157,3240
5167,7560
5177,3600
5187,720
5197,4680
5208,3960
5218,3240
5228,4320
5238,5040
5248,7560
5258,1800
5268,4320
5278,1080
5288,4680
5298,13680
5308,1440
5319,720
5329,2160
5339,2160
5349,2880
5359,2520
5369,4680
5379,720
5389,1800
5399,720
5409,1080
5419,1080
5429,4320
5440,3960
5450,4320
5460,5400
5470,3240
5480,5400
5490,1440
5500,4320
5510,1800
5520,720
5531,360
5541,5400
5551,360
5561,1080
5571,5400
5581,1080
5591,4320
5601,1800
5611,3600
5621,4680
5631,1440
5642,2160
5652,5040
5662,2520
5672,7200
5682,3960
5692,4680
5702,5760
5712,720
5722,3240
5732,2160
5742,4680
5752,1080
5763,2520
5773,5400
5783,2160
5793,720
5803,360
5813,1440
5823,720
5833,2520
5843,2880
5853,3240
5864,1440
5874,3600
5884,360
5894,1080
5904,1440
5914,3240
5924,4320
5934,5760
5944,3240
5954,2160
5964,10440
5974,1080
5985,4320
5995,2520
6005,1440
6015,360
6025,4320
6035,5040
6045,4320
6055,2880
6065,3600
6075,4320
6086,1800
6096,2160
6106,2520
6116,1800
6126,4680
6136,1080
6146,4320
6156,720
6166,1080
6176,2520
6187,2520
6197,2160
6207,2880
6217,1440
6227,360
6237,2160
6247,2880
6257,6120
6267,360
6277,720
6287,2160
6297,1080
6308,3600
6318,1440
6328,720
6338,720
6348,2520
6358,720
6368,8280
6378,8280
6388,1440
6398,2880
6408,5400
6419,2520
6429,1080
6439,5040
6449,1440
6459,3240
6469,4320
6479,720
6489,3600
6499,1440
6509,3960
6519,720
6529,1800
6540,6840
6550,2880
6560,5040
6570,1080
6580,5400
6590,2880
6600,1440
6610,1080
6620,8280
6630,720
6640,2520
6650,5400
6661,2520
6671,720
6681,3960
6691,360
6701,1080
6711,1080
6721,2160
6731,4680
6741,10440
6751,360
6761,1800
6772,5400
6782,4680
6792,5040
6802,3240
6812,6480
6822,3240
6832,6840
6842,3240
6852,2160
6863,4320
6873,3600
6883,3240
6893,5040
6903,3600
6913,1440
6923,2160
6933,3960
6943,1800
6953,2880
6964,1080
6974,720
6984,3960
6994,720
7004,720
7014,3240
7024,2880
7034,1440
7044,1440
7054,2880
7064,5760
7074,2520
7084,4320
7095,2520
7105,2880
7115,3600
7125,360
7135,1080
7145,2160
7155,3240
7165,8280
7175,1080
7186,1080
7196,2160
7206,2520
7216,720
7226,7200
7236,720
7246,8280
7256,4320
7266,3960
7276,2520
7286,5040
7297,1440
7307,360
7317,2880
7327,1440
7337,1440
7347,5040
7357,2160
7367,360
7377,3600
7387,5400
7397,1080
7407,2880
7418,3600
7428,2880
7438,6120
7448,6840
7458,5400
7468,2880
7478,4320
7488,3240
7498,2520
7508,1080
7518,1440
7528,720
7539,3960
7549,3240
7559,5040
7569,1080
7579,8280
7589,3240
7599,2880
7609,7200
7619,4320
7629,4320
7639,2520
7649,1800
7660,2160
7670,1800
7680,3600
7690,2160
7700,3240
7710,6120
7720,2160
7730,3240
7740,6480
7750,1080
7760,7920
7770,4680
7781,2160
7791,1080
7801,720
7811,1080
7821,720
7831,2880
7841,2520
7851,3240
7861,360
7871,2880
7881,1800
7892,1440
7902,1800
7912,4320
7922,720
7932,1080
7942,2520
7952,1080
7962,2880
7972,1800
7982,10440
7992,360
8003,5400
8013,2520
8023,360
8033,3960
8043,3600
8053,4680
8063,5400
8073,3240
8083,5040
8093,2160
8103,720
8114,5400
8124,3600
8134,3960
8144,6120
8154,3240
8164,2160
8174,1440
8184,7920
8194,720
8204,4320
8214,3600
8224,9000
8235,1800
8245,6120
8255,3960
8265,5040
8275,1440
8285,2160
8295,3240
8305,5040
8315,720
8325,6480
8335,10080
8345,6120
8355,2160
8366,11520
8376,4680
8386,7920
8396,1800
8406,3960
8416,9360
8426,12960
8436,5760
8446,3240
8456,4680
