Heure,Valeur
2256,12600
2266,5400
2276,14040
2287,7560
2297,9360
2307,9720
2317,10440
2327,12600
2337,6480
2347,3600
2357,2160
2367,8280
2378,4320
2388,5760
2398,2520
2408,11520
2418,11160
2428,10440
2438,4680
2449,2160
2459,9360
2469,7200
2479,7200
2489,9720
2499,10080
2509,8640
2519,5760
2529,15480
2540,9720
2550,11880
2560,6120
2570,6120
2580,4680
2590,9720
2600,11520
2610,1440
2621,4320
2631,2160
2641,6840
2651,3960
2661,11160
2671,11160
2681,10080
2691,11880
2701,8640
2712,9000
2722,17280
2732,9360
2742,5760
2752,6120
2762,8640
2772,4320
2782,9000
2793,14760
2803,4680
2813,5760
2823,3600
2833,7920
2843,7200
2853,8280
2863,1800
2874,12600
2884,4680
2894,6840
2904,5400
2914,2160
2924,2880
2934,9360
2944,5040
2955,10800
2965,4320
2975,8280
2985,16560
2995,9360
3005,7200
3015,6480
3026,7920
3036,17640
3046,4680
3056,12240
3066,5400
3076,7560
3086,1080
3096,11160
3106,9720
3117,10080
3127,5760
3137,8280
3147,7200
3157,11160
3167,10800
3177,11160
3187,20520
3198,13320
3208,10440
3218,6480
3228,8640
3238,1440
3248,9720
3258,10080
3268,13680
3279,7560
3289,17280
3299,7560
3309,7560
3319,3240
3329,2880
3339,1800
3349,6840
3360,3240
3370,1800
3380,5040
3390,7200
3400,6480
3410,5760
3420,5400
3430,11160
3440,10440
3451,12240
3461,3960
3471,14040
3481,11520
3491,9000
3502,1800
3512,2880
3522,2880
3532,5760
3542,6480
3552,3600
3563,9000
3573,3240
3583,11880
3593,5400
3603,10080
3613,7920
3623,7560
3634,2160
3644,7200
3654,14760
3664,12240
3674,10440
3684,10800
3694,10080
3704,4680
3715,6840
3725,1080
3735,2520
3745,7200
3755,7200
3765,5760
3775,8640
3785,5400
3795,11880
3806,9720
3816,9000
3826,6120
3836,14760
3846,11520
3856,24120
3866,7560
3876,5760
3887,2520
3897,9720
3907,13320
3917,14400
3927,10080
3937,10440
3947,10440
3957,6480
3967,9000
3978,5760
3988,11520
3998,7200
4008,5760
4018,21600
4028,19800
4038,20160
4048,7920
4058,11880
4068,11160
4078,12600
4089,11520
4099,14040
4109,6840
4119,2880
4129,2880
4139,2160
4149,2160
4159,10800
4170,11520
4180,13680
4190,6840
4200,9720
4210,8640
4220,8640
4230,16560
4240,10440
4251,12600
4261,16200
4271,14400
4281,14760
4291,9720
4301,9000
4311,9360
4321,1080
4332,7200
4342,10800
4352,6840
4362,2880
4372,5040
4382,8280
4393,5760
4403,4320
4413,15480
4423,9720
4433,18360
4443,18000
4453,6480
4463,14760
4473,10440
4484,4680
4494,15480
4504,14400
4514,10080
4524,6840
4534,9000
4544,6120
4554,8640
4564,4680
4575,10080
4585,9720
4595,13320
4605,5760
4615,9720
4625,18360
4635,10440
4645,12240
4656,14760
4666,11880
4676,11160
4686,5760
4696,10080
4706,7920
4716,1080
4726,5040
4736,8640
4746,12960
4757,14400
4767,6480
4777,3240
4787,9720
4797,1440
4807,2160
4817,4320
4827,12600
4837,19080
4848,16200
4858,7920
4868,9000
4878,8280
4888,17640
4898,10800
4908,12240
4918,4680
4928,4680
4938,15120
4949,5040
4959,11160
4969,7200
4979,6480
4989,2160
4999,4320
5009,6840
5019,12240
5029,25920
5040,6840
5050,20880
5060,7560
5070,12960
5080,9720
5090,15480
5100,12600
5110,11160
5121,18720
5131,4680
5141,6480
5151,8640
5161,12240
5171,2880
5181,16920
5191,3600
5201,6480
5211,7200
5222,2160
5232,15840
5242,18360
5252,16920
5262,2880
5272,18360
5282,10440
5292,6480
5302,14400
5312,9720
5323,1800
5333,10800
5343,3240
5353,14400
5363,10800
5373,12960
5383,8280
5393,8280
5404,10800
5414,3240
5424,1800
5434,5400
5444,2880
5454,10080
5464,5400
5475,13680
5485,14760
5495,4680
5505,16920
5515,17640
5525,13680
5535,7560
5545,23400
5555,21600
5565,7920
5576,23040
5586,22320
5596,28800
5606,11520
5616,6840
5626,18720
5636,16200
5646,20880
5656,9360
5666,10440
5677,15840
5687,20520
5697,23400
5707,27360
5717,19080
5727,12240
5737,9360
5747,6840
5757,15120
5767,19800
5778,20520
5788,19440
5798,15120
5808,20160
5818,15120
5828,33480
5838,17640
5848,4680
5858,1080
5868,1800
5878,1080
5889,1080
5899,1800
5909,1080
5919,1080
5929,1800
5939,1080
5949,1080
5959,1800
5969,1080
5979,1080
5989,1800
5999,1080
6009,1080
6020,1800
6030,1080
6040,1080
6050,1800
6060,1080
6070,1080
6080,1800
6090,1080
6100,1080
6110,1800
6121,1080
6131,1080
6141,1800
6151,1080
6161,1080
6171,1800
6181,1080
6191,1080
6201,1800
6211,1080
6222,1080
6232,1800
6242,1080
6252,1080
6262,1800
6272,1080
6282,1080
6292,1800
6302,1080
6312,1080
6322,1800
6333,1080
6343,1080
6353,1800
6363,1080
6373,1080
6383,1800
6393,1080
6403,1080
6413,1800
6423,1080
6434,1080
6444,1800
6454,1080
6464,1080
6474,1800
6484,1080
6494,1080
6504,1800
6514,1080
6524,1080
6535,1800
6545,1080
6555,1080
6565,1800
6575,1080
6585,1800
6595,1080
6605,1080
6615,1800
6625,1080
6636,1080
6646,1800
6656,1080
6666,1080
6676,1800
6686,1080
6696,1080
6706,1800
6716,1080
6726,1080
6736,1800
6747,1080
6757,1080
6767,1800
6777,1080
6787,1080
6797,1800
6807,1080
6817,1080
6827,1800
6837,1080
6848,1080
6858,1800
6868,1080
6878,1080
6888,1800
6898,1080
6908,1080
6918,1800
6928,1080
6938,1080
6949,1800
6959,1080
6969,1080
6979,1800
6989,1080
6999,1080
7009,1800
7019,1080
7029,1080
7039,1800
7049,1080
7060,1080
7070,1800
7080,1080
7090,1080
7100,1800
7110,1080
7120,1080
7130,1800
7140,1080
7150,1080
7161,1800
7171,1080
7181,1080
7191,1800
7201,1080
7211,1080
7221,1800
7231,1080
7241,1080
7251,1800
7262,1080
7272,1080
7282,1800
7292,1080
7302,1080
7312,1800
7322,1080
7332,1080
7342,1800
7353,1080
7363,1080
7373,1800
7383,1080
7393,1080
7403,1800
7413,1080
7423,1080
7433,1800
7443,1080
7454,1080
7464,1800
7474,1080
7484,1080
7494,1800
7504,1080
7514,1080
7524,1800
