Heure,Valeur
0,0
10,64800
20,68400
30,58680
40,59400
51,52200
61,55440
71,59400
81,56520
91,55440
101,57240
111,57600
121,55440
131,56520
142,54360
152,58680
162,56160
172,58320
182,54360
192,55440
202,55440
212,57600
222,56160
233,54360
243,54360
253,60120
263,54360
273,53280
283,57240
293,55440
303,60480
313,52200
323,19800
334,4680
344,2880
354,1800
364,4320
374,7920
384,2880
